No    	Deprem Kodu	Olus tarihi	Olus zamani	Enlem	Boylam	Der(km)	xM	MD	ML	Mw	Ms	Mb	Tip	Yer
000001	20180101214504	2018.01.01	21:45:04.42	36.9390	27.6048	006.7	2.1	0.0	2.1	0.0	0.0	0.0	Ke	GOKOVA KORFEZI (AKDENIZ)
000002	20180101185354	2018.01.01	18:53:54.57	37.1187	28.5655	011.3	2.1	0.0	2.1	0.0	0.0	0.0	Ke	KIYRA-ULA (MUGLA) [North East  2.1 km]
000003	20180101180840	2018.01.01	18:08:40.32	39.0338	27.7153	011.1	2.3	0.0	2.3	0.0	0.0	0.0	Ke	YATAGAN-AKHISAR (MANISA) [North 2.0 km]
000004	20180101170817	2018.01.01	17:08:17.00	40.4282	28.7893	008.5	2.8	0.0	2.8	0.0	0.0	0.0	Ke	GEMLIK KORFEZI (MARMARA DENIZI)
000005	20180101162245	2018.01.01	16:22:45.82	37.0203	28.3710	002.5	2.8	0.0	2.8	0.0	0.0	0.0	Ke	SIRINKOY-ULA (MUGLA) [South West  0.8 km]
000006	20180101152913	2018.01.01	15:29:13.54	37.5612	37.5780	006.0	2.6	0.0	2.6	0.0	0.0	0.0	Ke	CORAK-BESNI (ADIYAMAN) [North West  3.3 km]
000007	20180101132351	2018.01.01	13:23:51.07	36.9663	27.6222	012.0	2.0	0.0	2.0	0.0	0.0	0.0	Ke	GOKOVA KORFEZI (AKDENIZ)
000008	20180101115603	2018.01.01	11:56:03.52	37.3248	38.6013	007.1	2.4	0.0	2.4	0.0	0.0	0.0	Ke	KESMETAS-BOZOVA (SANLIURFA) [North 2.0 km]
000009	20180101095833	2018.01.01	09:58:33.81	38.4412	26.7947	008.5	2.5	0.0	2.5	0.0	0.0	0.0	Ke	IZMIR KORFEZI (EGE DENIZI)
000010	20180101052450	2018.01.01	05:24:50.24	36.7183	30.2615	049.7	2.7	0.0	2.7	0.0	0.0	0.0	Ke	BUYUKALAN-KUMLUCA (ANTALYA) [South West  5.2 km]
000011	20180101043748	2018.01.01	04:37:48.19	38.9097	26.4243	009.8	2.8	0.0	2.8	0.0	0.0	0.0	Ke	EGE DENIZI
