No    	Deprem Kodu	Olus tarihi	Olus zamani	Enlem	Boylam	Der(km)	xM	MD	ML	Mw	Ms	Mb	Tip	Yer
000001	20090101235957	2009.01.01	23:59:57.33	39.2483	26.0038	016.0	3.0	3.0	0.0		0.0	0.0	Ke	MIDILLI ADASI (EGE DENIZI)
000002	20090101234908	2009.01.01	23:49:08.13	37.7682	30.1762	009.4	2.9	2.9	0.0		0.0	0.0	Ke	ARDICLI-KECIBORLU (ISPARTA) [South West  4.5 km]
000003	20090101234652	2009.01.01	23:46:52.54	39.2510	26.0868	013.5	3.6	0.0	3.6		0.0	0.0	Ke	MIDILLI ADASI (EGE DENIZI)
000004	20090101234406	2009.01.01	23:44:06.27	36.0097	28.2862	018.2	2.4	0.0	2.4		0.0	0.0	Ke	AKDENIZ
000005	20090101223221	2009.01.01	22:32:21.22	39.2465	26.0218	005.3	3.1	3.1	0.0		0.0	0.0	Ke	MIDILLI ADASI (EGE DENIZI)
000006	20090101213147	2009.01.01	21:31:47.20	39.2448	26.0402	009.7	3.3	3.3	0.0		0.0	0.0	Ke	MIDILLI ADASI (EGE DENIZI)
000007	20090101212749	2009.01.01	21:27:49.66	39.2452	26.0355	005.3	3.3	3.3	0.0		0.0	0.0	Ke	MIDILLI ADASI (EGE DENIZI)
000008	20090101210453	2009.01.01	21:04:53.98	39.2705	26.2540	005.0	2.9	2.9	0.0		0.0	0.0	Ke	MIDILLI ADASI (EGE DENIZI)
000009	20090101204534	2009.01.01	20:45:34.35	39.2355	26.0528	014.0	3.6	0.0	3.6		0.0	0.0	Ke	MIDILLI ADASI (EGE DENIZI)
000010	20090101190156	2009.01.01	19:01:56.04	37.0610	29.1195	013.7	3.5	3.5	3.4		0.0	0.0	Ke	SUCATI-ACIPAYAM (DENIZLI) [South West  2.4 km]
000011	20090101182151	2009.01.01	18:21:51.20	40.8687	40.6140	014.6	2.2	0.0	2.2		0.0	0.0	Ke	KUCUKCAYIR- (RIZE) [South East  4.2 km]
000012	20090101163505	2009.01.01	16:35:05.94	39.2478	26.1073	012.0	3.0	3.0	0.0		0.0	0.0	Ke	MIDILLI ADASI (EGE DENIZI)
000013	20090101153425	2009.01.01	15:34:25.15	40.2733	26.9937	022.2	2.7	2.7	0.0		0.0	0.0	Ke	ARABAKONAGI-BIGA (ÇANAKKALE) [South West  0.4 km]
000014	20090101104219	2009.01.01	10:42:19.64	36.8507	27.0783	136.8	3.1	3.1	0.0		0.0	0.0	Ke	ONIKI ADALAR (AKDENIZ)
000015	20090101052847	2009.01.01	05:28:47.44	37.5812	30.6303	006.7	2.9	2.9	0.0		0.0	0.0	Ke	HISAR-AGLASUN (BURDUR) [South West  0.6 km]
000016	20090101042708	2009.01.01	04:27:08.84	37.2388	38.6820	005.0	3.2	3.2	0.0		0.0	0.0	Ke	OGUTCU- (SANLIURFA) [South West  2.9 km]
000017	20090101034408	2009.01.01	03:44:08.09	38.3947	38.9157	003.5	3.1	3.1	0.0		0.0	0.0	Ke	YAYLANLI-BASKIL (ELAZIG) [South East  1.7 km]
000018	20090101024837	2009.01.01	02:48:37.70	37.8542	29.2320	005.0	3.3	3.3	0.0		0.0	0.0	Ke	KOCADERE- (DENIZLI) [North East  3.4 km]
